Индекс;Станция (RU);Страна;Широта;Долгота;H над ур.моря, м;Часовой пояс;Станция (EN)
52787;Ушаолинь;Китай;37,20;102,86;3044;7;Wushaoling
52818;Голмуд;Китай;36,41;94,90;2809;7;Golmud
52836;Дулан;Китай;36,30;98,10;3190;7;Dulan
52866;Сининь;Китай;36,61;101,76;2296;7;Xining
52889;Ланчьжоу;Китай;36,05;103,88;1518;7;Lanzhou
52908;Удаолянь;Китай;35,21;93,08;4613;7;Wudaoliang
52955;Гуйнан;Китай;35,58;100,75;3123;7;Guinan
52983;Ючжун;Китай;35,86;104,15;1875;7;Yu Zhong
52996;Хуацзиалинь;Китай;35,38;105,00;2450;7;Huajialing
53068;Эрэн-Хото;Китай;43,65;112,00;966;7;Erenhot
53083;Наранбулаг;Китай;44,61;114,15;1183;7;Naran Bulag
53149;Мандал;Китай;42,53;110,13;1223;7;Mandal
53192;Абагци;Китай;44,01;114,95;1127;7;Abag Qi
53231;Хаилс;Китай;41,45;106,38;1510;7;Hails
53276;Цзурх;Китай;42,40;112,90;1152;7;Jurh
53336;Халиут;Китай;41,56;108,51;1290;7;Haliut
53352;Баилинмиао;Китай;41,70;110,43;1377;7;Bailing-Miao
53391;Хуадэ;Китай;41,90;114,00;1484;7;Huade
53463;Хух-Хото;Китай;40,81;111,68;1065;7;Hohhot
53480;Цзинин;Китай;41,03;113,06;1416;7;Jining
53487;Датун;Китай;40,10;113,33;1069;7;Datong
53502;Цзартай;Китай;39,78;105,75;1033;7;Jartai
53513;Линьхэ;Китай;40,73;107,36;1041;7;Linhe
53529;Отогци;Китай;39,10;107,98;1381;7;Otog Qi
53543;Дуньшжэн;Китай;39,83;109,98;1459;7;Dongsheng
53564;Хечу;Китай;39,38;111,15;861;7;Hequ
53588;Утайшан;Китай;38,95;113,51;2210;7;Wutai Shan
53593;Юсиан;Китай;39,83;114,56;910;7;Yu Xian
53614;Иньчуань;Китай;38,46;106,20;1112;7;Yinchuan
53646;Юлинь;Китай;38,26;109,78;1158;7;Yulin
53673;Янпинь;Китай;38,75;112,70;838;7;Yuanping
53698;Шицзячжуань;Китай;38,03;114,41;81;7;Shijiazhuang
53705;Чжуньнин;Китай;37,48;105,68;1193;7;Zhongning
53723;Янчи;Китай;37,80;107,38;1356;7;Yanchi
53764;Лиши;Китай;37,50;111,10;951;7;Lishi
53772;Тайюань;Китай;37,78;112,55;779;7;Taiyuan
53787;Юши;Китай;37,06;112,98;1042;7;Yushe
53798;Синай;Китай;37,18;114,35;184;7;Xingtai
53845;Яньань;Китай;36,60;109,50;959;7;Yan An
53863;Цзесиу;Китай;37,03;111,91;745;7;Jiexiu
53898;Аньян;Китай;36,05;114,13;196;7;Anyang
53915;Пинлян;Китай;35,55;106,66;1348;7;Pingliang
53923;Сифенчжен;Китай;35,73;107,63;1423;7;Xifengzhen
53959;Юньчэн;Китай;35,11;111,06;376;7;Yuncheng
53975;Яньчен;Китай;35,48;112,40;659;7;Yangcheng
54012;Сиуцзимцинци;Китай;44,58;117,60;997;7;Xi Ujimqin Qi
54026;Цзарудци;Китай;44,56;120,90;266;7;Jarud Qi
54027;Линьдун;Китай;43,98;119,40;485;7;Lindong
54049;Чанлин;Китай;44,25;123,96;190;7;Changling
54094;Муданьцзян;Китай;44,50;129,66;306;7;Mudanjiang
54096;Суифенхе;Китай;44,38;131,15;498;7;Suifenhe
54102;Шилин-Хото;Китай;43,95;116,11;1004;7;Xilin Hot
54115;Линьси;Китай;43,60;118,06;800;7;Linxi
54135;Тунляо;Китай;43,60;122,26;180;7;Tongliao
54157;Сыпин;Китай;43,18;124,33;167;7;Siping
54161;Чанчунь;Китай;43,90;125,21;238;7;Changchun
54186;Дуньхуа;Китай;43,36;128,20;525;7;Dunhua
54208;Долон;Китай;42,18;116,46;1247;7;Duolun
54218;Чифын;Китай;42,30;118,83;567;7;Chifeng
54226;Бугт;Китай;42,33;120,70;401;7;Bugt
54236;Шангву;Китай;42,41;122,53;84;7;Zhangwu
54259;Циньян;Китай;42,06;124,86;230;7;Qingyuan
54273;Хуадиан;Китай;42,98;126,75;264;7;Huadian
54292;Яньцзи;Китай;42,86;129,50;258;7;Yanji
54308;Фэннин;Китай;41,20;116,63;736;7;Fengning
54311;Вэйчан;Китай;41,93;117,75;844;7;Weichang
54324;Чаоян;Китай;41,55;120,45;176;7;Chaoyang
54337;Цзиньчжоу;Китай;41,13;121,11;70;7;Jinzhou
54342;Шеньян;Китай;41,73;123,51;49;7;Shenyang
54346;Бэньси;Китай;41,31;123,78;183;7;Benxi
54374;Линцзян;Китай;41,80;126,88;385;7;Linjiang
54377;Цзиан;Китай;41,15;126,21;225;7;Ji'an
54386;Чанбай;Китай;41,41;128,18;775;7;Changbai
54401;Чжанцзякоу;Китай;40,78;114,88;726;7;Zhangjiakou
54405;Гуайляй;Китай;40,41;115,50;571;7;Huailai
54423;Чэндэ;Китай;40,96;117,91;423;7;Chengde
54436;Циньлун;Китай;40,40;118,95;228;7;Qinglong
54471;Юинькоу;Китай;40,66;122,16;5;7;Yingkou
54493;Куандиан;Китай;40,71;124,78;261;7;Kuandian
54497;Даньдун;Китай;40,05;124,33;14;7;Dandong
54511;Пекин;Китай;39,93;116,28;55;7;Beijing
54527;Тяньцзинь;Китай;39,10;117,16;5;7;Tianjin
54534;Таншань;Китай;39,65;118,10;23;7;Tangshan
54539;Летинь;Китай;39,43;118,90;12;7;Leting
54587;Хайяньдао;Китай;39,05;123,21;;7;Haiyang Dao
54602;Баодин;Китай;38,73;115,48;17;7;Baoding
54618;Потоу;Китай;38,08;116,55;13;7;Potou
54662;Далянь;Китай;38,90;121,63;97;7;Dalian
54715;Линьсянь;Китай;37,33;116,56;19;7;Lingxian
54725;Гуймин;Китай;37,50;117,53;12;7;Huimin
54751;Чаньдао;Китай;37,93;120,71;43;7;Chang Dao
54753;Лонкоу;Китай;37,61;120,31;5;7;Longkou
54776;Ченьшантоу;Китай;37,40;122,68;47;7;Chengshantou
54808;Синьсян;Китай;36,23;115,66;38;7;Xinxian
54823;Цзинань;Китай;36,60;117,05;169;7;Jinan
54826;Тйшань;Китай;36,25;117,10;1536;7;Tai Shan
54836;Юиюань;Китай;36,18;118,15;302;7;Yiyuan
54843;Вейфан;Китай;36,76;119,18;22;7;Weifang
54857;Циндао;Китай;36,06;120,33;77;7;Qingdao
54863;Хайянь;Китай;36,76;121,18;40;7;Haiyang
54909;Динтау;Китай;35,08;115,51;51;7;Dingtao
54916;Янчжоу;Китай;35,56;116,85;53;7;Yanzhou
54929;Фэжсижан;Китай;35,25;117,95;120;7;Fezxzan
54945;Ричжао;Китай;35,43;119,53;37;7;Rizhao
55228;Шициуанхе;Китай;32,50;80,08;4280;7;Shiquanhe
55279;Байнойн;Китай;31,36;90,01;4701;7;Baingoin
55299;Нагчу;Китай;31,48;92,06;4508;7;Nagqu
55472;Сайнча;Китай;30,95;88,63;4670;7;Xainza
55578;Шигадзе;Китай;29,25;88,88;3837;7;Xigaze
55591;Лхаса;Китай;29,66;91,13;3650;7;Lhasa
55664;Тиньри;Китай;28,63;87,08;4300;7;Tingri
55696;Луньче;Китай;28,41;92,46;3861;7;Lhunze
55773;Пагри;Китай;27,73;89,08;4300;7;Pagri
56004;Туотуохе;Китай;34,21;92,43;4535;7;Tuotuohe
56018;Задуй;Китай;32,90;95,30;4068;7;Zadoi
56021;Цзумарлеб;Китай;34,13;95,78;4176;7;Qumarleb
56029;Юшу;Китай;33,00;96,96;3717;7;Yushu
56033;Мадой;Китай;34,91;98,21;4273;7;Madoi
56046;Дарлаг;Китай;33,75;99,65;3968;7;Darlag
56065;Хенан;Китай;34,73;101,60;3500;7;Henan
56079;Руоэргай;Китай;33,58;102,96;3441;7;Ruo'ergai
56080;Хежу;Китай;35,00;102,90;2910;7;Hezuo
56096;Вуду;Китай;33,40;104,91;1079;7;Wudu
56106;Сог-Сянь;Китай;31,88;93,78;4024;7;Sog Xian
56116;Дэньчэн;Китай;31,41;95,60;3874;7;Dengqen
56137;Чамдо;Китай;31,15;97,16;3316;7;Qamdo
56144;Дэгэ;Китай;31,73;98,56;3184;7;Dege
56146;Гарчэ;Китай;31,61;100,00;3394;7;Garze
56152;Сертар;Китай;32,28;100,33;3896;7;Sertar
56167;Даву;Китай;30,98;101,11;2959;7;Dawu
56172;Баркам;Китай;31,90;102,23;2666;7;Barkam
56182;Сунпань;Китай;32,65;103,56;2852;7;Songpan
56187;Веньян;Китай;30,75;103,86;555;7;Wenjiang
56193;Пинву;Китай;32,41;104,51;894;7;Pingwu
56196;Маньян;Китай;31,45;104,73;522;7;Mianyang
56247;Батан;Китай;30,00;99,10;2589;7;Batang
56257;Литан;Китай;30,00;100,26;3950;7;Litang
56287;Яань;Китай;29,98;103,00;629;7;Ya'an
56294;Чэнду;Китай;30,66;104,01;508;7;Chengdu
56312;Нюинчи;Китай;29,56;94,46;3001;7;Nyingchi
56357;Даочэн;Китай;29,05;100,30;3729;7;Daocheng
56374;Кандинь;Китай;30,05;101,96;2617;7;Kangding
56385;Эмейшань;Китай;29,51;103,33;3049;7;Emei Shan
56444;Дэчен;Китай;28,45;98,88;3320;7;Deqen
56462;Цзиулун;Китай;29,00;101,50;2931;7;Jiulong
56492;Ибинь;Китай;28,80;104,60;342;7;Yibin
56571;Сичан;Китай;27,90;102,26;1599;7;Xichang
56586;Чжаотун;Китай;27,33;103,75;1950;7;Zhaotong
56651;Лицзинь;Китай;26,83;100,21;2382;7;Lijing
56671;Гуйли;Китай;26,65;102,25;1788;7;Huili
56684;Гуицзе;Китай;26,40;103,28;2110;7;Huize
56691;Вэйнинь;Китай;26,86;104,28;2236;7;Weining
56739;Тенчун;Китай;24,98;98,50;1697;7;Tengchong
56748;Баошань;Китай;25,11;99,18;1649;7;Baoshan
56751;Дали;Китай;25,70;100,18;1992;7;Dali
56763;Юаньмоу;Китай;25,73;101,86;1120;7;Yuanmou
56768;Чусюн;Китай;25,01;101,51;1820;7;Chuxiong
56778;Куньмин;Китай;25,01;102,68;1892;7;Kunming
56786;Чжанюй;Китай;25,58;103,83;1900;7;Zhanyi
56838;Руили;Китай;24,00;97,85;763;7;Ruili
56886;Луси;Китай;24,53;103,76;1708;7;Luxi
56946;Геньма;Китай;23,55;99,40;1104;7;Gengma
56951;Линчань;Китай;23,95;100,21;1503;7;Lincang
56954;Ланчань;Китай;22,56;99,93;1054;7;Lancang
56959;Юньцзинхун;Китай;22,00;100,78;579;7;Jinghong
56964;Симау;Китай;22,76;100,98;1303;7;Simao
56966;Юаньцзянь;Китай;23,60;101,98;398;7;Yuanjiang
56969;Мэнгла;Китай;21,50;101,58;633;7;Mengla
56977;Цзианчэнь;Китай;22,61;101,81;1121;7;Jiangcheng
56985;Мынцзы;Китай;23,38;103,38;1302;7;Mengzi
57006;Тяньшуй;Китай;34,58;105,75;1143;7;Tianshui
57014;Бейдао;Китай;34,56;105,86;1085;7;Beidao
57016;Баоцзи;Китай;34,35;107,13;610;7;Baoji
57025;Фенсянь;Китай;34,51;107,38;781;7;Fengxiang
57036;Сянь;Китай;34,30;108,93;398;7;Xi'an
57046;Хуашан;Китай;34,48;110,08;2063;7;Hua Shan
57067;Луши;Китай;34,08;111,07;659;7;Lushi
57071;Мэнцзин;Китай;34,81;112,43;333;7;Mengjin
57083;Чжэнчжоу;Китай;34,71;113,65;111;7;Zhengzhou
57127;Ханьчжун;Китай;33,06;107,03;509;7;Hanzhong
57131;Цзингхе;Китай;34,43;108,96;411;7;Jinghe
57178;Наньян;Китай;33,10;112,48;181;7;Nanyang
57193;Сихуа;Китай;33,78;114,51;53;7;Xihua
57237;Ваньюань;Китай;32,06;108,03;674;7;Wanyuan
57245;Анькан;Китай;32,71;109,03;291;7;Ankang
57259;Фансянь;Китай;32,03;110,76;435;7;Fangxian
57265;Гуанхуа;Китай;32,38;111,66;91;7;Guanghua
57279;Чаоянь;Китай;32,15;112,66;127;7;Zaoyang
57290;Чжумадиан;Китай;32,93;113,91;107;7;Zhumadian
57297;Синьян;Китай;32,13;114,05;115;7;Xinyang
57306;Ланчжун;Китай;31,58;105,96;385;7;Langzhong
57328;Дасянь;Китай;31,20;107,50;344;7;Da Xian
57348;Фенцзэ;Китай;31,01;109,53;303;7;Fengjie
57378;Чжунсянь;Китай;31,16;112,56;66;7;Zhongxiang
57399;Мачень;Китай;31,18;114,96;59;7;Macheng
57411;Наньчун;Китай;30,80;106,08;310;7;Nanchong
57426;Ляньпинь;Китай;30,68;107,80;455;7;Liangping
57447;Эньши;Китай;30,28;109,46;458;7;Enshi
57461;Ичан;Китай;30,73;111,36;258;7;Yichang
57476;Цзиньлин;Китай;30,35;112,15;37;7;Jiangling
57494;Ухань;Китай;30,60;114,05;24;7;Wuhan
57503;Нэйцзян;Китай;29,61;105,11;349;7;Neijiang
57504;Нэйцзян;Китай;29,58;105,05;357;7;Neijiang
57516;Чунцин;Китай;29,58;106,46;260;7;Chongqing
57554;Саньжи;Китай;29,40;110,16;322;7;Sangzhi
57584;Юэян;Китай;29,38;113,08;52;7;Yueyang
57598;Сиушуй;Китай;29,03;114,58;147;7;Xiushui
57602;Лучжоу;Китай;28,88;105,43;336;7;Luzhou
57604;Наси;Китай;28,78;105,38;364;7;Naxi
57633;Юянь;Китай;28,83;108,76;665;7;Youyang
57655;Янлинь;Китай;28,46;110,40;143;7;Yuanling
57662;Чандэ;Китай;29,05;111,68;35;7;Changde
57687;Чанша;Китай;28,10;112,78;120;7;Changsha
57707;Бицзе;Китай;27,30;105,23;1511;7;Bijie
57712;Хуэйчуан;Китай;27,73;106,94;984;7;Huichuan
57713;Цзуньи;Китай;27,70;106,88;845;7;Zunyi
57731;Синан;Китай;27,95;108,25;418;7;Sinan
57745;Чжицзянь;Китай;27,45;109,68;273;7;Zhijiang
57766;Шаоян;Китай;27,23;111,46;248;7;Shaoyang
57776;Наньюэ;Китай;27,30;112,70;1268;7;Nanyue
57793;Ичунь;Китай;27,80;114,38;129;7;Yichun
57799;Цзиань;Китай;27,11;114,96;78;7;Ji'an
57816;Гуйян;Китай;26,58;106,73;1223;7;Guiyang
57832;Сансуй;Китай;26,96;108,66;631;7;Sansui
57845;Тундау;Китай;26,16;109,78;397;7;Tongdao
57853;Угань;Китай;26,73;110,63;340;7;Wugang
57866;Линьминь;Китай;26,23;111,61;174;7;Lingling
57902;Синжэнь;Китай;25,43;105,18;1379;7;Xingren
57916;Луодян;Китай;25,43;106,76;441;7;Luodian
57922;Душань;Китай;25,83;107,55;971;7;Dushan
57932;Рунцзянь;Китай;25,96;108,53;287;7;Rongjiang
57957;Гуйлинь;Китай;25,33;110,30;166;7;Guilin
57972;Чэньчжоу;Китай;25,80;113,03;185;7;Chenzhou
57993;Ганьчжоу;Китай;25,86;115,00;138;7;Ganzhou
58027;Сюйчжоу;Китай;34,28;117,15;42;7;Xuzhou
58040;Ганью;Китай;34,85;119,13;10;7;Ganyu
58102;Босиан;Китай;33,79;115,73;40;7;Boxian
58141;Хуаянь;Китай;33,66;119,03;14;7;Huaiyin
58144;Циньянь;Китай;33,60;119,03;19;7;Qingjiang
58150;Шеянь;Китай;33,75;120,30;3;7;Sheyang
58203;Фуян;Китай;32,86;115,73;33;7;Fuyang
58208;Гуши;Китай;32,16;115,61;44;7;Gushi
58221;Бэнбу;Китай;32,91;117,38;23;7;Bengbu
58238;Нанцзин;Китай;31,93;118,90;32;7;Nanjing
58251;Дунтай;Китай;32,85;120,28;4;7;Dongtai
58265;Луси;Китай;32,06;121,60;10;7;Lusi
58314;Хуошан;Китай;31,40;116,33;68;7;Huoshan
58321;Хэфэй;Китай;31,78;117,30;27;7;Hefei
58338;Ухусян;Китай;31,15;118,58;18;7;Wuhuxian
58345;Лиянь;Китай;31,43;119,48;8;7;Liyang
58362;Шанхай;Китай;31,41;121,45;9;7;Shanghai
58424;Аньцин;Китай;30,53;117,05;20;7;Anqing
58437;Хуаншань;Китай;30,13;118,15;1836;7;Huang Shan
58457;Ханчжоу;Китай;30,23;120,16;43;7;Hangzhou
58472;Шеньси;Китай;30,73;122,45;81;7;Shengsi
58477;Диньхай;Китай;30,03;122,11;37;7;Dinghai
58506;Лушань;Китай;29,58;115,98;1165;7;Lu Shan
58527;Цзиндэчжэнь;Китай;29,30;117,20;60;7;Jingdezhen
58543;Чунань;Китай;29,61;119,01;172;7;Chun An
58556;Шеньсян;Китай;29,60;120,81;108;7;Shengxian
58569;Шипу;Китай;29,20;121,95;127;7;Shipu
58606;Наньчан;Китай;28,60;115,91;50;7;Nanchang
58633;Циусян;Китай;28,96;118,86;71;7;Qu Xian
58646;Лишуи;Китай;28,45;119,91;60;7;Lishui
58659;Вэньчжоу;Китай;28,01;120,66;7;7;Wenzhou
58660;Линьхай;Китай;28,85;121,13;9;7;Linhai
58666;Дачендао;Китай;28,45;121,88;84;7;Dachen Dao
58715;Наньчэн;Китай;27,58;116,65;82;7;Nancheng
58725;Шаоу;Китай;27,33;117,46;219;7;Shaowu
58730;Уишань;Китай;27,76;118,03;221;7;Wuyishan
58731;Пучэн;Китай;27,91;118,53;275;7;Pucheng
58752;Руян;Китай;27,78;120,65;38;7;Ruian
58754;Фудинь;Китай;27,33;120,20;38;7;Fuding
58813;Гуанчань;Китай;26,85;116,33;142;7;Guangchang
58834;Наньпин;Китай;26,63;118,15;153;7;Nanping
58847;Фучжоу;Китай;26,08;119,28;85;7;Fuzhou
58849;Мачжу;Китай;26,16;119,93;91;7;Mazu
58853;Тайшань;Китай;27,00;120,70;107;7;Taishan
58911;Чантинь;Китай;25,85;116,36;311;7;Changting
58921;Юнъань;Китай;25,96;117,35;204;7;Yong'an
58926;Чжаньпин;Китай;25,30;117,40;203;7;Zhang Ping
58931;Цзиусяньшань;Китай;25,71;118,10;1651;7;Jiuxian Shan
58944;Пинтан;Китай;25,51;119,78;31;7;Pingtan
58965;Таоюань;Китай;25,05;121,21;48;7;Taoyuan
58968;Тайбей;Китай;25,03;121,51;9;7;Taibei
58974;о. Пэнцзясюй;Китай;25,63;122,06;102;7;Pengjia Yu
59007;Гуаннань;Китай;24,06;105,06;1251;7;Guangnan
59023;Хэчи;Китай;24,70;108,03;261;7;Hechi
59046;Лючжоу;Китай;24,35;109,40;97;7;Liuzhou
59058;Мэншань;Китай;24,20;110,51;145;7;Mengshan
59072;Ляньжоу;Китай;24,80;112,36;132;7;Lianzhou
59082;Шаогуань;Китай;24,66;113,60;122;7;Shaoguan
59087;Фогань;Китай;23,88;113,51;98;7;Fogang
59096;Лянпинь;Китай;24,36;114,48;214;7;Lianping
59102;Сюну;Китай;24,95;115,65;299;7;Xunwu
59117;Мэйсян;Китай;24,30;116,11;84;7;Mei Xian
59134;Сямынь;Китай;24,48;118,08;139;7;Xiamen
59152;Синьчжу;Китай;24,80;120,96;34;7;Xinzhu
59158;Тайчжун;Китай;24,15;120,68;78;7;Taizhong
59162;Илань;Китай;24,76;121,75;9;7;Yilan
59209;Напу;Китай;23,30;105,95;794;7;Napo
59211;Босэ;Китай;23,90;106,60;177;7;Baise
59254;Гуипинь;Китай;23,40;110,08;44;7;Guiping
