Индекс;Станция (RU);Страна;Широта;Долгота;H над ур.моря, м;Часовой пояс;Станция (EN)
03136;Прествик;Великобритания;55,51;355,41;19;-1;Prestwick Rnas
03138;Гринок;Великобритания;55,96;355,20;;-1;Greenock Mrcc
03139;Саугхолл;Великобритания;55,60;355,78;223;-1;Saughall
03140;Глазго а/п;Великобритания;55,86;355,56;;-1;Glasgow Airport
03141;Кумбернольд;Великобритания;55,96;356,06;;-1;Cumbernauld
03144;Стартхаллан;Великобритания;56,32;356,27;35;-1;Strathallan
03148;Глен-Огл;Великобритания;56,42;355,68;564;-1;Glen Ogle
03152;Солсбург;Великобритания;55,86;356,13;;-1;Salsburgh
03153;Дандреннан;Великобритания;54,80;355,99;113;-1;Dundrennan
03154;Дамфрис/Дранганс;Великобритания;55,05;356,35;;-1;Dumfries/Drungans
03155;Драмалбин;Великобритания;55,62;356,26;245;-1;Drumalbin
03158;Чартерхолл;Великобритания;55,70;357,61;112;-1;Charterhall
03162;Эскдалемюр;Великобритания;55,31;356,79;236;-1;Eskdalemuir
03164;Биггар;Великобритания;55,60;356,45;;-1;Biggar
03166;Эдинбург;Великобритания;55,92;356,65;57;-1;Edinburgh Gogarbank
03171;Льючарс;Великобритания;56,37;357,13;11;-1;Leuchars
03174;Файф-Несс;Великобритания;56,30;357,41;;-1;Fife Ness
03176;Картерхаус;Великобритания;55,36;357,48;308;-1;Carterhouse
03204;о. Мэн/Рональдсуэй а/п;Великобритания;54,08;355,36;16;-1;Isle of Man/Ronaldsway Airport
03208;Пойнт-оф-Эйр;Великобритания;54,41;355,63;;-1;Point of Ayre
03209;Драмбург;Великобритания;54,93;356,85;;-1;Drumburgh
03210;Ст. Биис-Хед;Великобритания;54,51;356,38;124;-1;St. Bees Head
03212;Кесвик;Великобритания;54,61;356,84;81;-1;Keswick
03213;Эскмилз;Великобритания;54,31;356,60;9;-1;Eskmeals
03214;о. Уални;Великобритания;54,12;356,74;15;-1;Walney Island
03215;Аспатриа;Великобритания;54,76;356,68;;-1;Aspatria
03220;Карлайл;Великобритания;54,93;357,03;28;-1;Carlisle
03224;Спейдадам;Великобритания;55,05;357,44;285;-1;Spadeadam
03225;Шап;Великобритания;54,50;357,31;252;-1;Shap
03226;Уаркоп-Рейндж;Великобритания;54,57;357,58;227;-1;Warcop Range
03227;Грейт-Дан-Фелл;Великобритания;54,68;357,54;847;-1;Great Dun Fell
03229;Грейт-Дан-Фелл;Великобритания;54,68;357,54;;-1;Great Dun Fell
03230;Редесдэйл-Камп;Великобритания;55,28;357,72;211;-1;Redesdale Camp
03235;Болтшоп-Парк;Великобритания;54,81;357,91;;-1;Boltshope Park
03238;Албемарле;Великобритания;55,01;358,11;142;-1;Albemarle
03240;Боулмер;Великобритания;55,42;358,39;22;-1;Boulmer
03241;Лонг-Фрамлингтон;Великобритания;55,30;358,20;;-1;Long Framlington
03246;Ньюкасл;Великобритания;54,98;358,39;;-1;Newcastle Weather Centre
03249;Сандерленд;Великобритания;54,98;358,36;70;-1;Sunderland University
03257;Лиминг;Великобритания;54,29;358,46;40;-1;Leeming
03261;Дисфорт;Великобритания;54,13;358,58;35;-1;Disforth Airfield
03262;Тайнмут;Великобритания;55,01;358,58;;-1;Tynemouth
03265;Топклифф;Великобритания;54,20;358,61;28;-1;Topcliffe
03266;Линтон-он-Оус;Великобритания;54,04;358,74;16;-1;Linton-on-Ouse
03275;Лофтус-Самос;Великобритания;54,56;359,13;158;-1;Loftus Samos
03281;Флайлингдэйлз;Великобритания;54,35;359,32;262;-1;Fylingdales
03282;Уитби;Великобритания;54,48;359,39;;-1;Whitby
03292;Бридлингтон;Великобритания;54,09;359,82;15;-1;Bridlington Mrsc
03301;Мона;Великобритания;53,26;355,62;61;-1;Mona
03302;Вэлли;Великобритания;53,25;355,46;11;-1;Valley
03303;Амлвсх;Великобритания;53,38;355,63;;-1;Amlwch
03305;Кейпел-Куриг;Великобритания;53,09;356,05;216;-1;Capel Curig
03308;Сноудон-Саммит;Великобритания;53,06;355,91;;-1;Snowdon Summit
03313;Рхул;Великобритания;53,25;356,49;77;-1;Rhyl
03314;Моел-и-Крио;Великобритания;53,21;356,78;;-1;Moel-y-Crio
03316;Кросби;Великобритания;53,49;356,94;9;-1;Crosby
03318;Блэкпул;Великобритания;53,77;356,96;10;-1;Blackpool
03321;Хауарден;Великобритания;53,17;357,01;13;-1;Hawarden
03330;Лик-Торнклифф;Великобритания;53,12;358,01;298;-1;Leek Thorncliffe
03334;Манчестер а/п;Великобритания;53,35;357,71;;-1;Manchester Airport
03339;Скиптон;Великобритания;53,96;357,96;153;-1;Skipton
03344;Бинглей;Великобритания;53,81;358,13;262;-1;Bingley no.2
03345;Эмлей-Моор;Великобритания;53,61;358,33;259;-1;Emley Moor
03346;Эмлей-Моор-2;Великобритания;53,61;358,33;267;-1;Emley Moor No 2
03347;Лидс;Великобритания;53,80;358,45;;-1;Leeds Weather Centre
03348;Вудфорд;Великобритания;53,33;357,84;89;-1;Woodford
03351;Ростерне 2;Великобритания;53,36;357,61;35;-1;Rostherne No 2
03354;Ноттингем;Великобритания;53,00;358,74;117;-1;Nottingham/Watnall
03355;Чёч-Фентон;Великобритания;53,83;358,80;8;-1;Church Fenton
03373;Скэмптон;Великобритания;53,30;359,45;61;-1;Scampton
03377;Уаддингтон;Великобритания;53,17;359,47;70;-1;Waddington
03379;Кранвелл;Великобритания;53,03;359,49;66;-1;Cranwell
03382;Леконфилд;Великобритания;53,87;359,55;8;-1;Leconfield
03384;Леконфилд;Великобритания;53,86;359,56;;-1;Leconfield
03385;Донна-Нук;Великобритания;53,47;0,15;8;-1;Donna Nook
03391;Конингсби;Великобритания;53,09;359,82;7;-1;Coningsby
03392;Уэйнфлит;Великобритания;53,08;0,27;3;-1;Wainfleet
03402;Майнудд;Великобритания;52,81;355,36;;-1;Mynydd Rhiw
03403;Нантмор;Великобритания;53,00;355,91;;-1;Nantmor
03405;Абердарон;Великобритания;52,78;355,25;95;-1;Aberdaron
03407;Ланбедр;Великобритания;52,80;355,88;;-1;Llanbedr
03408;Кунвайд;Великобритания;52,95;356,58;;-1;Cynwyd
03409;Бала;Великобритания;52,90;356,41;163;-1;Bala
03410;Лейк-Вайрнви;Великобритания;52,75;356,53;360;-1;Lake Vyrnwy
03411;Аберхосан;Великобритания;52,56;356,28;;-1;Aberhosan
03414;Шаубари;Великобритания;52,79;357,33;75;-1;Shawbury
03453;Коттесмор;Великобритания;52,73;359,35;142;-1;Cottesmore
03462;Уиттеринг;Великобритания;52,61;359,53;83;-1;Wittering
03469;Холбич;Великобритания;52,87;0,13;3;-1;Holbeach
03482;Мархам;Великобритания;52,65;0,56;23;-1;Marham
03488;Уэйбурн;Великобритания;52,94;1,12;21;-1;Weybourne
03492;Норвич;Великобритания;52,63;1,30;;-1;Norwich Weather Centre
03495;Колтишалл;Великобритания;52,76;1,35;;-1;Coltishall
03496;Хемсби;Великобритания;52,68;1,68;14;-1;Hemsby
03501;Кейпел-Деви;Великобритания;52,41;356,00;;-1;Capel Dewi
03502;Аберпорт;Великобритания;52,13;355,42;133;-1;Aberporth
03503;Троускоед;Великобритания;52,34;356,05;63;-1;Trawscoed
03507;Сеннибридж;Великобритания;52,06;356,38;307;-1;Sennybridge
03520;Шобдон;Великобритания;52,24;357,11;99;-1;Shobdon
03521;Мадлей;Великобритания;52,03;357,14;;-1;Madley
03522;Хиафорд;Великобритания;52,08;357,19;76;-1;Hereford/Credenhill
03526;Барбурн;Великобритания;52,20;357,78;;-1;Barbourne
03527;Грейт-Мелверн;Великобритания;52,11;357,70;44;-1;Great Malvern
03529;Першор;Великобритания;52,14;357,95;35;-1;Pershore
03535;Колешилл;Великобритания;52,48;358,30;96;-1;Coleshill
03544;Чёч-Лоуфорд;Великобритания;52,35;358,66;107;-1;Church Lawford
03560;Бедфорд;Великобритания;52,22;359,53;85;-1;Bedford
03586;Хонингтон;Великобритания;52,33;0,76;;-1;Honington
03590;Уаттишам;Великобритания;52,12;0,95;86;-1;Wattisham
03604;Милфорд-Хейвен;Великобритания;51,70;354,94;44;-1;Milford Haven
03605;Пембри-Сэндз;Великобритания;51,71;355,63;3;-1;Pembrey Sands
03609;Маблес;Великобритания;51,56;356,01;43;-1;Mumbles
03628;Филтон;Великобритания;51,52;357,42;56;-1;Filton
03647;Литтл-Риссингтон;Великобритания;51,86;358,30;210;-1;Little Rissington
03649;Брайз-Нортон;Великобритания;51,75;358,42;87;-1;Brize Norton
03658;Бенсон;Великобритания;51,62;358,90;61;-1;Benson
03660;Хай-Вайкомбе;Великобритания;51,68;359,19;204;-1;High Wycombe, Hqair
03670;Нортвуд;Великобритания;51,61;359,60;;-1;Northwood
03672;Нордолт;Великобритания;51,54;359,58;37;-1;Northolt
03684;Эндрюзфилд;Великобритания;51,89;0,45;87;-1;Andrewsfield
03693;Шойберинесс, Ландвик;Великобритания;51,55;0,82;2;-1;Shoeburyness, Landwick
03696;Уалтон-он-Нэйз;Великобритания;51,85;1,27;5;-1;Walton-on-Naze
03701;Гаулиш;Великобритания;51,01;355,51;;-1;Gawlish
03707;Чивенор;Великобритания;51,08;355,85;8;-1;Chivenor
03710;Лискомбе;Великобритания;51,08;356,39;348;-1;Liscombe
03716;Ст.-Атан;Великобритания;51,40;356,55;49;-1;St. Athan
03717;Кардифф;Великобритания;51,48;356,81;;-1;Cardiff Weather Centre
03726;Бристоль;Великобритания;51,46;357,39;;-1;Bristol Weather Centre
03740;Лайнхам;Великобритания;51,50;358,00;156;-1;Lyneham
03743;Ларкхилл;Великобритания;51,20;358,19;132;-1;Larkhill
03746;Боскомбе-Даун;Великобритания;51,16;358,24;124;-1;Boscombe Down
03749;Миддл-Валлуп;Великобритания;51,14;358,43;90;-1;Middle Wallop
03761;Одихам;Великобритания;51,23;359,05;123;-1;Odiham
03763;Брекнелл;Великобритания;51,38;359,21;;-1;Bracknell, Beaufort Park
03768;Фарнборо;Великобритания;51,28;359,22;65;-1;Farnborough
03769;Чарлвуд;Великобритания;51,14;359,77;67;-1;Charlwood
03770;Лондон;Великобритания;51,50;359,86;5;-1;London St James's Park
03772;Лондон, Хитроу а/п;Великобритания;51,47;359,54;24;-1;London / Heathrow Airport
03779;Лондон;Великобритания;51,51;359,89;43;-1;London Weather Centre
03780;Редхилл;Великобритания;51,21;359,86;;-1;Redhill
03781;Кенли;Великобритания;51,30;359,90;170;-1;Kenley
03784;Грэйвсенд-Броднесс;Великобритания;51,46;0,31;3;-1;Gravesend-Broadness
03785;Чаринг;Великобритания;51,20;0,78;;-1;Charing
03791;Шиирнесс;Великобритания;51,45;0,75;25;-1;Sheerness
03796;Лэнгдон-Бей;Великобритания;51,13;1,34;117;-1;Langdon Bay
03797;Манстон;Великобритания;51,34;1,33;54;-1;Manston
03803;о-ва Силли, Ст. Мэриз;Великобритания;49,91;353,70;36;-1;Scilly, St. Mary's
03808;Кембурн;Великобритания;50,21;354,67;87;-1;Camborne
03809;Калдросе;Великобритания;50,08;354,74;81;-1;Culdrose
03810;Пенденнис-Пойнт;Великобритания;50,15;354,93;;-1;Pendennis Point
03815;Лизард-Лайтхаус;Великобритания;49,96;354,79;;-1;Lizard Lighthouse
03817;Ст.-Мауган;Великобритания;50,43;355,00;103;-1;St. Mawgan
03820;Давидстоу-Моор;Великобритания;50,63;355,39;;-1;Davidstow Moor
03823;Кардинам;Великобритания;50,50;355,33;200;-1;Cardinham
03824;Бастрит;Великобритания;50,56;355,51;;-1;Bastreet
03827;Плимут;Великобритания;50,35;355,87;50;-1;Plymouth, Mount Batten
03830;Баррингтон;Великобритания;50,93;356,01;;-1;Burrington
03831;Норд-Хессари-Тор;Великобритания;50,55;356,00;;-1;North Hessary Tor
03837;Бриксхам;Великобритания;50,40;356,51;;-1;Brixham
03839;Эксетер а/п;Великобритания;50,73;356,59;31;-1;Exeter Airport
03840;Дункесвелл а/д;Великобритания;50,86;356,75;255;-1;Dunkeswell Aerodrome
03853;Йовил;Великобритания;51,00;357,35;22;-1;Yeovilton
03857;Айл-оф-Портленд;Великобритания;50,52;357,54;52;-1;Isle of Portland
03858;Портленд;Великобритания;50,56;357,54;;-1;Portland/Rnas
03862;Борнмут;Великобритания;50,77;358,16;11;-1;Bournemouth/Hurn
03865;Саутгемптон;Великобритания;50,90;358,60;;-1;Southampton Weather Centre
03866;Ст. Катеринес-Пойнт;Великобритания;50,57;358,70;20;-1;St. Catherine's Point
03867;Ли-он-Солент;Великобритания;50,81;358,78;;-1;Lee-on-Solent
03872;о. Торни;Великобритания;50,81;359,07;4;-1;Thorney Island
03874;Солент;Великобритания;50,80;358,78;9;-1;Solent M.R.S.C.
03876;Шорхам а/п;Великобритания;50,83;359,70;2;-1;Shoreham Airport
03880;Ньюхэвен;Великобритания;50,78;0,05;;-1;Newhaven
03881;Брид;Великобритания;50,93;0,60;;-1;Brede
03882;Херстмонсеу;Великобритания;50,89;0,31;52;-1;Herstmonceux
03894;Гуэрнси а/п;Великобритания;49,43;357,40;102;-1;Guernsey Airport
03895;Джерси а/п;Великобритания;49,20;357,80;84;-1;Jersey Airport
03896;Ст.-Хелер;Великобритания;49,20;357,89;;-1;St. Helier
03900;Кнокареван;Великобритания;54,41;351,91;;-1;Knockarevan
03901;Тхомастоун;Великобритания;54,32;352,40;72;-1;Thomastown
03902;Коргари;Великобритания;54,43;351,95;;-1;Corgary
03903;Ст.-Анджело;Великобритания;54,39;352,35;47;-1;St Angelo
03904;Кастлдерг;Великобритания;54,70;352,42;49;-1;Castlederg
03906;Кармани;Великобритания;55,01;352,76;;-1;Carmoney
03907;Мэджиллиджан;Великобритания;55,16;353,05;6;-1;Magilligan
03908;Балликелли;Великобритания;55,06;352,98;5;-1;Ballykelly
03911;Лоу-Фи;Великобритания;54,72;353,18;225;-1;Lough Fea
03912;Мойола;Великобритания;54,71;353,48;;-1;Moyola
03914;Портруш;Великобритания;55,20;353,35;;-1;Portrush
03915;Портгленон;Великобритания;54,86;353,54;64;-1;Portglenone
03916;Баллипатрик-Форест;Великобритания;55,18;353,84;156;-1;Ballypatrick Forest
03917;Белфаст;Великобритания;54,66;353,77;81;-1;Belfast/Aldergrove Airport
03920;Хиллзборо;Великобритания;54,48;353,89;38;-1;Hillsborough
03923;Гленанне;Великобритания;54,23;353,49;161;-1;Glenanne
03927;Бангор;Великобритания;54,66;354,33;11;-1;Bangor Harbour
03928;Ларн;Великобритания;54,85;354,20;;-1;Larne
03951;Шеркин О-в;Ирландия;51,46;350,58;21;-1;Sherkin Island
03952;Рочес-Пойнт;Ирландия;51,80;351,75;40;-1;Roches Point
03953;Валентиа обс.;Ирландия;51,93;349,75;23;-1;Valentia Observatory
03955;Корк а/п;Ирландия;51,85;351,51;153;-1;Cork Airport
03956;Росслар;Ирландия;52,29;353,50;62;-1;Rosslare
03957;Росслар;Ирландия;52,25;353,66;25;-1;Rosslare
03960;Килкенни;Ирландия;52,66;352,73;64;-1;Kilkenny
03961;Касл Окс;Ирландия;52,84;353,10;63;-1;Castle Oaks
03962;Шаннон а/п;Ирландия;52,70;351,08;14;-1;Shannon Airport
03963;Мэйс Хэд;Ирландия;53,31;350,10;23;-1;Mace Head
03964;Голуэй;Ирландия;53,28;350,98;18;-1;Galway
03965;Бирр;Ирландия;53,08;352,11;72;-1;Birr
03966;Гуртин;Ирландия;53,01;352,00;76;-1;Gurteen
03967;Кейсмент а/д;Ирландия;53,30;353,56;97;-1;Casement Aerodrome
03969;Дублин;Ирландия;53,43;353,75;68;-1;Dublin Airport
03970;Клареморрис;Ирландия;53,71;351,01;69;-1;Claremorris
03971;Маллингар;Ирландия;53,53;352,63;100;-1;Mullingar
03973;Коннаут а/п;Ирландия;53,90;351,18;203;-1;Connaught Airport
03974;Клонс;Ирландия;54,18;352,76;89;-1;Clones
03976;Белмуллет;Ирландия;54,22;349,99;8;-1;Belmullet
03978;Финнер;Ирландия;54,49;351,75;37;-1;Finner
03979;Каван;Ирландия;54,04;352,70;79;-1;Cavan
03980;Малин-Хед;Ирландия;55,36;352,66;20;-1;Malin Head
04001;Бреидавик;Исландия;65,53;335,65;20;-1;Breidavik
04003;Квигиндисдалюр;Исландия;65,55;335,98;49;-1;Kvigindisdalur
04005;Болунгавик;Исландия;66,15;336,75;23;-1;Bolungavik
04007;Холар-и-Дарафирди;Исландия;65,86;336,40;30;-1;Holar i Dyrafirdi
04010;Недри-Холл;Исландия;64,80;336,96;8;-1;Nedri-Holl
04013;Стиккисхоульмюр;Исландия;65,08;337,26;8;-1;Stykkisholmur
04014;Рейкьянесвити;Исландия;63,81;337,28;20;-1;Reykjanesviti
04017;Аэдей;Исландия;66,10;337,33;5;-1;Aedey
04018;Кефлавик;Исландия;63,98;337,40;52;-1;Keflavikurflugvollur
04025;Рейкхолар;Исландия;65,45;337,80;11;-1;Reykholar
04027;Асгардюр;Исландия;65,23;338,25;10;-1;Asgardur
04030;Рейкьявик;Исландия;64,13;338,10;54;-1;Reykjavik
04034;Стафхольтсей;Исландия;64,61;338,40;14;-1;Stafholtsey
04038;Эйрарбакки;Исландия;63,86;338,85;5;-1;Eyrarbakki
04041;Таннстадабакки;Исландия;65,28;338,90;8;-1;Tannstadabakki
04042;Хьярдарленд;Исландия;64,25;339,58;101;-1;Hjardarland
04044;Хелла;Исландия;63,83;339,60;20;-1;Hella
04045;Блёндюоус;Исландия;65,66;339,70;23;-1;Blonduos
04048;Вестманнаэйяр;Исландия;63,40;339,71;118;-1;Vestmannaeyjar
04050;Хаелл;Исландия;64,06;339,75;121;-1;Haell
04051;Храун-а-Скада;Исландия;66,11;339,88;3;-1;Hraun a Skaga
04052;Басар;Исландия;64,68;340,51;240;-1;Basar
04053;Бершстадир;Исландия;65,70;340,38;43;-1;Bergstadir
04055;Наутабю;Исландия;65,45;340,63;115;-1;Nautabu
04056;Хверавеллир;Исландия;64,86;340,43;641;-1;Hveravellir
04058;Ватнсскардсхолар;Исландия;63,41;340,81;20;-1;Vatnsskardsholar
04059;Сауданесвити;Исландия;66,18;341,03;30;-1;Saudanesviti
04062;Нордюрхьялеига;Исландия;63,50;341,61;18;-1;Nordurhjaleiga
04063;Акюрейри;Исландия;65,68;341,91;23;-1;Akureyri
04064;Киркьюбаеяркластюр;Исландия;63,78;341,93;32;-1;Kirkjubaejarklaustur
04065;о. Гримсей;Исландия;66,53;341,98;15;-1;Grimsey
04066;Версалир;Исландия;64,45;341,25;610;-1;Versalir
04069;Стадархолл;Исландия;65,81;342,80;42;-1;Stadarholl
04071;Манарбакки;Исландия;66,20;342,90;17;-1;Manarbakki
04072;Фагюрхолсмури;Исландия;63,88;343,35;46;-1;Fagurholsmyri
04073;Гримсстадир;Исландия;65,63;343,88;384;-1;Grimsstadir
04077;Рауфархофн;Исландия;66,45;344,05;8;-1;Raufarhofn
04080;Снаефеллсскали;Исландия;64,80;344,36;810;-1;Snaefellsskali
04081;Сауданес;Исландия;66,25;344,73;17;-1;Saudanes
04082;Акюрнес;Исландия;64,30;344,78;17;-1;Akurnes
04085;Скьялдтхингсстадир;Исландия;65,70;345,18;44;-1;Skjaldthingsstadir
04087;Страндхофн;Исландия;65,90;345,35;20;-1;Strandhofn
04089;Эгилсстадир;Исландия;65,28;345,60;23;-1;Egilsstadir
04091;Реидарфьордюр;Исландия;65,03;345,76;25;-1;Reydarfjordur
04094;Нюпюр;Исландия;64,70;345,90;25;-1;Nupur
04097;Далатанги;Исландия;65,26;346,41;9;-1;Dalatangi
04101;Бьяргтаунгар;Исландия;65,50;335,48;35;-1;Bjargtangar
04103;Патрексфьордюр;Исландия;65,60;336,00;3;-1;Patreksfjordur
04104;Гюфюскалар;Исландия;64,90;336,06;6;-1;Gufuskalar
04109;Тверфьялл;Исландия;66,05;336,68;752;-1;Thverfjall
04115;Дуньяндихейди;Исландия;65,70;336,91;620;-1;Dynjandiheidi
04119;Фингманнахейди;Исландия;65,63;337,20;298;-1;Thingmannaheidi
04120;Гриндавик;Исландия;63,85;337,58;3;-1;Grindavik
04124;Страумсвик;Исландия;64,05;337,66;4;-1;Straumsvik
04126;Грюндартанги;Исландия;64,35;338,21;4;-1;Grundartangi
04130;Рейкьявик;Исландия;64,13;338,10;52;-1;Reykjavik
04131;Гьёгюр;Исландия;65,98;338,65;31;-1;Gjogur
04140;Торлаксхофн;Исландия;63,85;338,61;4;-1;Thorlakshofn
04149;Колка;Исландия;65,40;340,28;504;-1;Kolka
04154;Бюрфелл;Исландия;64,08;340,26;248;-1;Burfell
04160;Тхуфювер;Исландия;64,58;341,40;613;-1;Thufuver
04161;Дальвик;Исландия;65,96;341,46;3;-1;Dalvik
04162;Веидиватнахраюн;Исландия;64,40;341,50;647;-1;Veidivatnahraun
04165;Гримсей;Исландия;66,53;341,98;16;-1;Grimsey
04166;Ёкюльхеимар;Исландия;64,31;341,78;726;-1;Jokulheimar
04168;Сандбюдир;Исландия;64,93;342,01;820;-1;Sandbudir
04170;Скардсфьорьювити;Исландия;63,51;342,01;8;-1;Skardsfjoruviti
04180;Хванней;Исландия;64,23;344,80;4;-1;Hvanney
04183;Фонтур;Исландия;66,38;345,46;43;-1;Fontur
04193;Гагнхеиди;Исландия;65,21;345,73;948;-1;Gagnheidi
04196;Камбанес;Исландия;64,80;346,15;34;-1;Kambanes
04197;Далатанги;Исландия;65,26;346,41;10;-1;Dalatangi
04201;Куанак;Гренландия;77,46;290,78;19;-4;Qaanaaq
04203;Китсисут;Гренландия;76,63;287,00;13;-4;Kitsissut (Carey Oeer)
04205;Миттарфик Куанаак;Гренландия;77,48;290,61;15;-4;Mittarfik Qaanaaq
04207;Хол-Лэнд;Гренландия;81,68;300,06;105;-4;Hall Land
04208;Китсисорсуит;Гренландия;74,03;302,18;37;-4;Kitsissorsuit (Edderfugle Oeer)
04210;Упернавик;Гренландия;72,78;303,83;120;-4;Upernavik
04211;Миттарфик-Упернавик;Гренландия;72,78;303,86;126;-4;Mittarfik Upernavik (Upernavik Lufthavn)
04212;Ууммааннак Хелипорт;Гренландия;70,68;307,88;2;-4;Uummannaq Heliport
04213;Куарсут-Миттарфия;Гренландия;70,73;307,30;88;-4;Qaarsut Mittarfia (Uummannaq Lufthavn)
04214;Нууссуаата;Гренландия;70,68;305,38;26;-4;Nuussuaataa (Nuussuaq)
04217;Куасигианнгуит Хелипорт;Гренландия;68,81;308,83;21;-4;Qasigiannguit Heliport
04219;Кекертарсуак Хелипорт;Гренландия;69,25;306,46;2;-4;Qeqertarsuaq Heliport
04220;Аусиат;Гренландия;68,70;307,14;43;-4;Aasiaat (Egedesminde)
04221;Илулиссат;Гренландия;69,24;308,93;28;-4;Ilulissat (Jakobshavn)
04224;Аусиат-Миттарфия;Гренландия;68,71;307,21;22;-4;Aasiaat Mittarfia (Egedesminde Lufthavn)
04228;Китсиссут;Гренландия;67,78;306,03;10;-4;Kitsissut (Attu)
04230;Сисимиут;Гренландия;66,91;306,33;9;-4;Sisimiut (Holsteinsborg)
04231;Кангерлуссуак;Гренландия;67,01;309,28;50;-4;Kangerlussuaq (Sdr. Stroemfjord)
04234;Сисимиут-Миттарфия;Гренландия;66,95;306,27;10;-4;Sisimiut Mittarfia (Holsteinsborg Lufthavn)
04241;Манитсон-Миттарфия;Гренландия;65,41;307,06;27;-4;Maniitsoq Mittarfia (Sukkertoppen Lufthavn)
04242;Сиоралик;Гренландия;65,01;307,45;12;-4;Sioralik
04250;Готхоб;Гренландия;64,16;308,25;80;-4;Nuuk (Godthaab)
04253;Укивик;Гренландия;62,57;309,59;22;-4;Ukiivik (Frederikshaab Isblink)
04254;Миттарфик-Нуук;Гренландия;64,20;308,31;86;-4;Mittarfik Nuuk (Godthaab Lufthavn)
04260;Паамиут;Гренландия;62,01;310,33;36;-4;Paamiut (Frederikshaab)
04266;Нунарсуит;Гренландия;60,76;311,54;30;-4;Nunarsuit
04270;Нарсарсуак;Гренландия;61,16;314,58;34;-4;Narsarsuaq
04272;Какорток;Гренландия;60,71;313,95;56;-4;Qaqortoq (Julianehaab)
04273;Куакорток Хелипорт;Гренландия;60,71;313,96;16;-4;Qaqortoq Heliport
04280;Нарсак Хелипорт;Гренландия;60,91;313,94;25;-4;Narsaq Heliport
04282;Алуитсуп Па Аэродром;Гренландия;60,46;314,41;27;-4;Alluitsup Paa Heliport
04283;Нанорталик Хелипорт;Гренландия;60,13;314,76;5;-4;Nanortalik Heliport
04285;Ангисок;Гренландия;59,99;314,85;14;-4;Angisoq
04301;Кап-Моррис-Джесуп;Гренландия;83,65;326,62;3;-4;Kap Morris Jesup
04310;Стэйшн-Норд;Гренландия;81,60;343,35;43;-4;Station Nord
04312;Стэйшн-Норд;Гренландия;81,60;343,35;34;-4;Station Nord Aws
04313;Хенрик-Крейер-Хольме;Гренландия;80,64;346,28;8;-4;Henrik Kroeyer Holme
04320;Данмарксхавн;Гренландия;76,76;341,33;11;-4;Danmarkshavn
04330;Данебург;Гренландия;74,30;339,78;13;-4;Daneborg
04339;Иттокуортормиит;Гренландия;70,48;338,04;70;-4;Ittoqqortoormiit (Scoresbysund)
04341;Нерлерит-Инаат;Гренландия;70,75;337,35;13;-4;Nerlerit Inaat (Constable Pynt)
04351;Апутитик;Гренландия;67,78;327,70;12;-4;Aputiteeq
04360;Тасиилак;Гренландия;65,61;322,36;54;-4;Tasiilaq (Ammassalik)
04361;Кулусук;Гренландия;65,56;322,86;35;-4;Kulusuk
04373;Икермиит;Гренландия;64,78;319,69;78;-4;Ikermiit
04382;Икермиуарсук;Гренландия;61,93;317,93;39;-4;Ikermiuarsuk
04390;Принс-Кристиан-Сунд;Гренландия;60,05;316,83;88;-4;Prins Christian Sund
04416;Саммит;Гренландия;72,58;321,55;3202;-4;Summit
04418;Саммит-US;Гренландия;72,57;321,49;3198;-4;Summit-Us
04425;Туну;Гренландия;78,01;326,01;2009;-4;Tunu
04432;Хамболт;Гренландия;78,52;303,16;1992;-4;Humboldt
04436;Ним;Гренландия;77,50;309,12;2449;-4;Neem
04452;Джар 1;Гренландия;69,49;310,30;904;-4;Jar 1
04458;Суисс Кэмп;Гренландия;69,56;310,66;1092;-4;Swiss Camp
04464;Дай 2;Гренландия;66,48;313,71;2098;-4;Dye 2
04485;Сэддл;Гренландия;65,99;315,49;2466;-4;Saddle
04488;Наса-SE;Гренландия;66,47;317,50;2405;-4;Nasa-SE
06005;Мукинес;Дания;62,09;352,32;96;0;Mykines
06008;Фродба Аэродром;Дания;61,54;353,22;23;0;Frodba Heliport
06009;Акраберг;Дания;61,39;353,31;99;0;Akraberg
06010;Вагар;Дания;62,06;352,71;85;0;Vagar
06011;Торсхавн;Дания;62,02;353,23;54;0;Torshavn
06012;Фуглой;Дания;62,31;353,67;54;0;Fugloy
06013;Клаксвуйк;Дания;62,21;353,42;80;0;Klaksvik
06016;Хорнс Rev A;Дания;55,50;7,87;23;0;Horns Rev A
06017;Хорнс Rev B;Дания;55,59;7,62;26;0;Horns Rev B
06019;Силструп;Дания;56,92;8,64;41;0;Silstrup
06021;Ханстхолм;Дания;57,12;8,59;3;0;Hanstholm
06022;Тюра-Ост;Дания;55,72;4,80;75;0;Tyra Oest
06024;Тистед;Дания;57,06;8,71;7;0;Thisted
06029;Гроенландсхавнен;Дания;57,04;10,05;2;0;Groenlandshavnen
06030;Ольборг;Дания;57,09;9,85;3;0;Aalborg
06031;Тайлструп;Дания;57,18;9,95;13;0;Tylstrup
06032;Стенхой;Дания;57,38;10,33;54;0;Stenhoj
06033;Хиртсхальс;Дания;57,59;9,95;3;0;Hirtshals
06034;Зиндаль;Дания;57,50;10,22;28;0;Sindal
06041;Скаген;Дания;57,73;10,63;3;0;Skagen
06042;Фредериксхавн;Дания;57,43;10,54;3;0;Frederikshavn
06043;Фредериксхавн;Дания;57,40;10,51;80;0;Frederikshavn
